C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_55_275.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_55_275.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_55_275.jpg, 0, 0, 0, 8.143808E-05
C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_55_380.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_55_380.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_55_380.jpg, 0, 0, 0, 8.17634E-05
C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_55_486.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_55_486.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_55_486.jpg, 0, 0, 0, 8.137753E-05
C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_55_592.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_55_592.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_55_592.jpg, 0, 0, 0, 8.20273E-05
C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_55_698.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_55_698.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_55_698.jpg, 0, 0, 0, 8.170657E-05
C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_55_803.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_55_803.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_55_803.jpg, 0, 0, 0, 8.270717E-05
C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_55_904.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_55_904.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_55_904.jpg, 0, 0, 0, 8.183165E-05
C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_56_010.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_56_010.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_56_010.jpg, 0, 0, 0, 8.149527E-05
C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_56_116.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_56_116.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_56_116.jpg, 0, 0, 0, 8.144973E-05
C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\center_2024_04_22_00_40_56_224.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\left_2024_04_22_00_40_56_224.jpg, C:\Users\bryan_e7nopgx\Downloads\simulator-windows-64\Training_Data_001\IMG\right_2024_04_22_00_40_56_224.jpg, 0, 0, 0, 8.150275E-05
